,datetime,time,Amount_HYPE_HyperEVM,price_HYPE_HyperEVM,price_HYPE_HyperCORE,delta_USD,arb_profit,block_number
578,2025-03-22 17:50:36+00:00,2025-03-22 17:50:39.265655608+00:00,1.0,15.72574496,15.801,0.07525504000000005,0.07525504000000005,1454722
579,2025-03-22 17:50:52+00:00,2025-03-22 17:50:52.120869388+00:00,1.0,15.72574496,15.819,0.09325504000000073,0.09325504000000073,1454730
580,2025-03-22 17:51:08+00:00,2025-03-22 17:51:09.981418996+00:00,1.0,15.72574496,15.823,0.09725504000000029,0.09725504000000029,1454739
581,2025-03-22 17:51:22+00:00,2025-03-22 17:51:22.191284759+00:00,1.0,15.72574496,15.845,0.11925504000000053,0.11925504000000053,1454746
582,2025-03-22 17:51:38+00:00,2025-03-22 17:51:40.282844341+00:00,1.0,15.72574496,15.869,0.14325503999999967,0.14325503999999967,1454754
583,2025-03-22 17:51:52+00:00,2025-03-22 17:52:02.054784144+00:00,1.0,15.72574496,15.849,0.1232550400000001,0.1232550400000001,1454761
584,2025-03-22 17:52:08+00:00,2025-03-22 17:52:08.871383899+00:00,1.0,15.72574496,15.848,0.12225504000000065,0.12225504000000065,1454770
585,2025-03-22 17:52:22+00:00,2025-03-22 17:52:22.121266997+00:00,1.0,15.72574496,15.845,0.11925504000000053,0.11925504000000053,1454777
586,2025-03-22 17:52:30+00:00,2025-03-22 17:52:32.071022551+00:00,10.0,15.72574496,15.839,0.1132550400000003,1.132550400000003,1454781
587,2025-03-22 17:52:36+00:00,2025-03-22 17:52:36.932809625+00:00,1.0,15.72574496,15.839,0.1132550400000003,0.1132550400000003,1454784
588,2025-03-22 17:53:04+00:00,2025-03-22 17:53:05.116772728+00:00,12.77,15.72574496,15.831,0.10525503999999941,1.3441068607999924,1454799
589,2025-03-22 17:53:34+00:00,2025-03-22 17:53:35.085019896+00:00,10.0,15.72574496,15.845,0.11925504000000053,1.1925504000000053,1454814
590,2025-03-22 17:53:54+00:00,2025-03-22 17:53:57.143563544+00:00,12.82,15.72574496,15.82,0.09425504000000018,1.2083496128000024,1454824
591,2025-03-22 17:55:00+00:00,2025-03-22 17:55:02.129059290+00:00,10.0,15.72574496,15.816,0.09025504000000062,0.9025504000000062,1454858
592,2025-03-22 17:57:08+00:00,2025-03-22 17:57:12.008098089+00:00,10.0,15.72574496,15.78,0.054255039999999255,0.5425503999999925,1454925
593,2025-03-22 17:59:46+00:00,2025-03-22 17:59:49.060667946+00:00,10.0,15.72574496,15.775,0.04925504000000025,0.4925504000000025,1455006
594,2025-03-22 18:03:04+00:00,2025-03-22 18:03:05.014046599+00:00,10.0,15.72574496,15.788,0.06225504000000015,0.6225504000000015,1455109
595,2025-03-22 18:04:28+00:00,2025-03-22 18:04:32.008215095+00:00,2.0,15.72574496,15.79,0.06425503999999904,0.12851007999999808,1455152
596,2025-03-22 18:04:48+00:00,2025-03-22 18:04:49.131154120+00:00,10.0,15.72574496,15.791,0.06525504000000026,0.6525504000000026,1455162
597,2025-03-22 18:06:16+00:00,2025-03-22 18:06:17.020177700+00:00,10.0,15.72574496,15.815,0.0892550399999994,0.892550399999994,1455208
598,2025-03-22 18:07:44+00:00,2025-03-22 18:07:49.038453718+00:00,0.11810109244187167,15.72574496,15.824,0.09825503999999974,0.011604027561919767,1455253
599,2025-03-22 18:08:16+00:00,2025-03-22 18:08:19.015366554+00:00,10.0,15.72574496,15.815,0.0892550399999994,0.892550399999994,1455270
600,2025-03-22 18:10:58+00:00,2025-03-22 18:11:03.694614998+00:00,10.0,15.72574496,15.825,0.09925503999999918,0.9925503999999918,1455353
601,2025-03-22 18:12:48+00:00,2025-03-22 18:12:48.377260571+00:00,10.0,15.72574496,15.832,0.10625504000000063,1.0625504000000063,1455410
606,2025-03-22 18:19:44+00:00,2025-03-22 18:19:44.908181197+00:00,10.0,15.88666162,15.896,0.009338380000000868,0.09338380000000868,1455625
607,2025-03-22 18:20:50+00:00,2025-03-22 18:20:50.925863846+00:00,10.0,15.88666162,15.944,0.05733838000000091,0.5733838000000091,1455659
608,2025-03-22 18:22:36+00:00,2025-03-22 18:22:40.108363352+00:00,10.0,15.88666162,15.919,0.032338380000000555,0.32338380000000555,1455714
610,2025-03-22 18:24:54+00:00,2025-03-22 18:25:02.034739019+00:00,100.0,15.88666162,15.889,0.002338379999999418,0.23383799999994181,1455785
611,2025-03-22 18:28:08+00:00,2025-03-22 18:28:10.055877880+00:00,23.9,15.88666162,15.897,0.010338380000000313,0.24708728200000749,1455886
619,2025-03-22 18:31:46+00:00,2025-03-22 18:31:49.053026298+00:00,10.0,15.88666162,15.888,0.0013383799999999724,0.013383799999999724,1455998
622,2025-03-22 18:35:34+00:00,2025-03-22 18:35:35.072905366+00:00,10.0,15.88666162,15.909,0.022338380000000768,0.22338380000000768,1456116
623,2025-03-22 18:35:44+00:00,2025-03-22 18:35:49.093896954+00:00,30.0,15.88666162,15.904,0.017338379999999987,0.5201513999999996,1456121
624,2025-03-22 18:37:22+00:00,2025-03-22 18:37:28.440090639+00:00,0.5,15.88666162,15.897,0.010338380000000313,0.005169190000000157,1456172
627,2025-03-22 18:40:16+00:00,2025-03-22 18:40:19.019850459+00:00,10.0,15.88666162,15.894,0.0073383800000002,0.073383800000002,1456262
628,2025-03-22 18:41:30+00:00,2025-03-22 18:41:32.043797700+00:00,5.2,15.88666162,15.898,0.01133837999999976,0.05895957599999875,1456300
629,2025-03-22 18:41:42+00:00,2025-03-22 18:41:42.006141162+00:00,10.0,15.88666162,15.898,0.01133837999999976,0.11338379999999759,1456306
630,2025-03-22 18:41:56+00:00,2025-03-22 18:42:02.061560234+00:00,1.65953235,15.88666162,15.898,0.01133837999999976,0.018816408406592603,1456313
631,2025-03-22 18:43:18+00:00,2025-03-22 18:43:19.059741569+00:00,0.94949729,15.88666162,15.89,0.0033383800000006403,0.003169782762990808,1456356
632,2025-03-22 18:45:02+00:00,2025-03-22 18:45:02.072052836+00:00,100.47735121000001,15.88666162,15.887,0.0003383800000005266,0.03399952610249271,1456410
633,2025-03-22 18:45:10+00:00,2025-03-22 18:45:10.087240349+00:00,29.0,15.88666162,15.887,0.0003383800000005266,0.009813020000015271,1456414
634,2025-03-22 18:45:30+00:00,2025-03-22 18:45:32.040593869+00:00,6.5,15.88666162,15.897,0.010338380000000313,0.06719947000000204,1456424
635,2025-03-22 18:45:34+00:00,2025-03-22 18:45:35.084984114+00:00,10.0,15.88666162,15.897,0.010338380000000313,0.10338380000000313,1456426
641,2025-03-22 19:16:16+00:00,2025-03-22 19:16:19.083521721+00:00,9.0,15.91007676,15.943,0.0329232399999988,0.2963091599999892,1457378
642,2025-03-22 19:19:10+00:00,2025-03-22 19:19:10.046409662+00:00,7.0,15.91007676,15.94,0.029923239999998685,0.2094626799999908,1457468
646,2025-03-22 19:37:50+00:00,2025-03-22 19:37:51.091438304+00:00,180.16,15.91007676,15.927,0.016923239999998785,3.048890918399781,1458046
647,2025-03-22 19:38:00+00:00,2025-03-22 19:38:02.077469033+00:00,1.2,15.91007676,15.916,0.005923239999999552,0.007107887999999462,1458052
649,2025-03-22 19:59:04+00:00,2025-03-22 19:59:05.013626801+00:00,10.0,15.91007676,15.922,0.01192323999999978,0.1192323999999978,1458705
650,2025-03-22 19:59:20+00:00,2025-03-22 19:59:21.026111041+00:00,10.0,15.91007676,15.924,0.013923239999998671,0.1392323999999867,1458713
651,2025-03-22 20:00:04+00:00,2025-03-22 20:00:05.023441845+00:00,4.73694866,15.91007676,15.928,0.017923240000000007,0.08490146770085844,1458736
652,2025-03-22 20:01:04+00:00,2025-03-22 20:01:05.018273902+00:00,12.98,15.91007676,15.951,0.040923239999999694,0.531183655199996,1458767
653,2025-03-22 20:01:50+00:00,2025-03-22 20:01:51.082706357+00:00,76.3484129235207,15.91007676,15.939,0.02892323999999924,2.2082434706060328,1458790
654,2025-03-22 20:02:32+00:00,2025-03-22 20:02:35.028102254+00:00,10.0,15.91007676,15.945,0.03492323999999947,0.34923239999999467,1458812
655,2025-03-22 20:03:38+00:00,2025-03-22 20:03:42.000139828+00:00,10.0,15.91007676,15.97,0.05992323999999982,0.5992323999999982,1458846
656,2025-03-22 20:04:08+00:00,2025-03-22 20:04:08.772325501+00:00,13.04,15.91007676,15.986,0.07592323999999984,0.9900390495999978,1458862
657,2025-03-22 20:04:40+00:00,2025-03-22 20:04:42.038619580+00:00,10.0,15.91007676,15.988,0.07792323999999873,0.7792323999999873,1458878
658,2025-03-22 20:04:54+00:00,2025-03-22 20:04:56.737913781+00:00,10.0,15.91007676,16.003,0.0929232399999993,0.929232399999993,1458885
659,2025-03-22 20:05:26+00:00,2025-03-22 20:05:32.036116696+00:00,10.0,15.91007676,15.987,0.07692323999999928,0.7692323999999928,1458902
660,2025-03-22 20:06:36+00:00,2025-03-22 20:06:42.018636344+00:00,10.0,15.91007676,15.987,0.07692323999999928,0.7692323999999928,1458938
661,2025-03-22 20:07:28+00:00,2025-03-22 20:07:32.007624464+00:00,10.0,15.91007676,15.993,0.08292323999999951,0.8292323999999951,1458965
663,2025-03-22 20:15:16+00:00,2025-03-22 20:15:16.843884365+00:00,1.1711776530287807,16.0040891,16.036,0.03191089999999974,0.03737333296803582,1459207
664,2025-03-22 20:15:26+00:00,2025-03-22 20:15:31.030299031+00:00,13.09,16.0040891,16.036,0.03191089999999974,0.4177136809999966,1459212
665,2025-03-22 20:19:28+00:00,2025-03-22 20:19:31.052207932+00:00,1.50294775,16.0040891,16.029,0.024910899999998293,0.037439781105472435,1459337
666,2025-03-22 20:20:18+00:00,2025-03-22 20:20:19.048765647+00:00,14.774482,16.0040891,16.025,0.020910899999996957,0.30894771565375506,1459363
667,2025-03-22 20:21:32+00:00,2025-03-22 20:21:32.011381943+00:00,13.15,16.0040891,16.068,0.06391089999999977,0.840428334999997,1459401
678,2025-03-22 21:04:30+00:00,2025-03-22 21:04:30.546817694+00:00,10.0,15.703,15.719,0.016000000000000014,0.16000000000000014,1460733
679,2025-03-22 21:04:48+00:00,2025-03-22 21:04:49.000022944+00:00,10.0,15.703,15.732,0.028999999999999915,0.28999999999999915,1460742
681,2025-03-22 21:08:38+00:00,2025-03-22 21:08:42.004281711+00:00,10.0,15.703,15.746,0.04300000000000104,0.4300000000000104,1460861
682,2025-03-22 21:08:52+00:00,2025-03-22 21:08:55.498732839+00:00,10.0,15.703,15.769,0.06600000000000072,0.6600000000000072,1460868
683,2025-03-22 21:08:54+00:00,2025-03-22 21:08:55.498732839+00:00,5.0594554,15.703,15.769,0.06600000000000072,0.33392405640000367,1460869
684,2025-03-22 21:12:32+00:00,2025-03-22 21:12:32.060225397+00:00,6.03989782,15.703,15.751,0.04800000000000004,0.28991509536000026,1460982
685,2025-03-22 21:17:26+00:00,2025-03-22 21:17:26.427651301+00:00,10.0,15.703,15.728,0.025000000000000355,0.25000000000000355,1461134
686,2025-03-22 21:18:36+00:00,2025-03-22 21:18:37.074598743+00:00,13.13,15.703,15.729,0.0259999999999998,0.3413799999999974,1461170
687,2025-03-22 21:19:20+00:00,2025-03-22 21:19:31.515177855+00:00,5.0,15.703,15.715,0.012000000000000455,0.060000000000002274,1461193
690,2025-03-22 21:34:16+00:00,2025-03-22 21:34:19.080582270+00:00,3.6,15.76445647,15.807,0.04254352999999966,0.15315670799999878,1461656
691,2025-03-22 21:34:28+00:00,2025-03-22 21:34:29.044491154+00:00,999.65868473,15.76445647,15.8,0.03554352999999999,35.53139845046129,1461662
692,2025-03-22 21:35:12+00:00,2025-03-22 21:35:12.036199483+00:00,2.00057639,15.76445647,15.802,0.03754352999999888,0.07510869971525447,1461685
693,2025-03-22 21:35:28+00:00,2025-03-22 21:35:28.063293110+00:00,8.0,15.76445647,15.81,0.04554352999999978,0.3643482399999982,1461693
694,2025-03-22 21:36:44+00:00,2025-03-22 21:36:49.037941217+00:00,119.0,15.76445647,15.811,0.04654352999999922,5.5386800699999075,1461732
711,2025-03-22 22:39:30+00:00,2025-03-22 22:39:30.257850080+00:00,1.0,15.66769389,15.72,0.05230610999999996,0.05230610999999996,1463678
712,2025-03-22 22:40:28+00:00,2025-03-22 22:40:42.000038667+00:00,54.0,15.71726,15.719,0.0017399999999998528,0.09395999999999205,1463708
713,2025-03-22 22:48:44+00:00,2025-03-22 22:48:49.028495362+00:00,0.00160081,15.71726,15.741,0.023740000000000094,3.800322940000015e-05,1463964
714,2025-03-22 22:52:58+00:00,2025-03-22 22:53:02.025913558+00:00,1.9,15.71726,15.735,0.017739999999999867,0.03370599999999974,1464095
716,2025-03-22 22:56:32+00:00,2025-03-22 22:56:32.046076565+00:00,0.8,15.71726,15.735,0.017739999999999867,0.014191999999999894,1464206
717,2025-03-22 22:56:48+00:00,2025-03-22 22:56:49.028895149+00:00,12.27083006,15.71726,15.735,0.017739999999999867,0.21768452526439835,1464214
